,latitude,longitude
614,37.49295023,127.0349851
615,37.49708178,127.0463311
616,37.4968933,127.0457558
617,37.49753534,127.0477899
618,37.49750237,127.0475974
619,37.4967831,127.0702309
620,37.49760606,127.0479131
621,37.49773671,127.0484185
622,37.49836552,127.0482684
623,37.49785389,127.048492
624,37.51378298,127.0513834
625,37.51295562,127.0522266
626,37.51319088,127.0506728
627,37.51352917,127.0505168
628,37.51778843,127.0464467
629,37.51458125,127.0506817
630,37.51277606,127.0508192
631,37.51319374,127.0524119
632,37.51344204,127.0525136
633,37.51393339,127.051323
634,37.51343341,127.0519689
635,37.51336418,127.0523482
636,37.51451025,127.0508198
637,37.51772667,127.0465473
638,37.48545424,127.0831002
639,37.48484867,127.0806021
640,37.46647952,127.1196847
641,37.52425379,127.0402795
642,37.50325826,127.0589594
643,37.52417643,127.0470094
644,37.51176949,127.0355865
645,37.47653125,127.0477446
646,37.5151809,127.0386938
647,37.51511426,127.0387701
648,37.48526252,127.0815089
649,37.48530689,127.0820874
650,37.48537581,127.082308
651,37.48825972,127.0983373
652,37.48782072,127.0978311
653,37.48632929,127.0974097
654,37.48596053,127.0976867
655,37.48590488,127.0977507
656,37.4858557,127.0977985
657,37.48641531,127.0973676
658,37.48773071,127.0977202
659,37.48724266,127.0973634
660,37.4871661,127.0973361
661,37.52792269,127.0282667
662,37.48485934,127.1067603
663,37.48575127,127.1062128
664,37.52815318,127.0271415
665,37.50169607,127.0626372
666,37.50185435,127.0552232
667,37.49910545,127.0606693
668,37.49054612,127.0330231
669,37.49045714,127.0324792
670,37.4916643,127.0309354
671,37.51771228,127.04027
672,37.52112192,127.0374666
673,37.51581127,127.0300962
674,37.5148537,127.0329085
675,37.51474721,127.0306057
676,37.509671,127.0265984
677,37.51687872,127.0377159
678,37.51656465,127.0356827
679,37.51901502,127.0286088
680,37.517447,127.0390871
681,37.51754562,127.0394192
682,37.51615859,127.0371733
683,37.51700375,127.0379762
684,37.51719922,127.0386599
685,37.51713734,127.0387821
686,37.51683982,127.0372439
687,37.51670134,127.0389236
688,37.51757518,127.0402031
689,37.51714379,127.0403328
690,37.51761577,127.0400863
691,37.51775345,127.0400894
692,37.51763479,127.039764
693,37.5173264,127.0386957
694,37.50380303,127.0655815
695,37.49238707,127.0333657
696,37.49346186,127.0318147
697,37.49053136,127.0332809
698,37.49024607,127.0333067
699,37.49740927,127.0318289
700,37.51092222,127.0460078
701,37.51181526,127.0496809
702,37.51834901,127.04272
703,37.5183191,127.0434642
704,37.4994871,127.037815
705,37.50873288,127.0227619
706,37.49432496,127.04715
707,37.49997972,127.0648185
708,37.49948939,127.0646108
709,37.51183589,127.023229
710,37.49260094,127.0873842
711,37.49170771,127.0878343
712,37.51834261,127.0406999
713,37.50070555,127.0366459
714,37.52307246,127.0400234
715,37.51792597,127.0291185
716,37.50726109,127.0626373
717,37.50976387,127.0377736
718,37.4911812,127.0810452
719,37.49164393,127.0821095
720,37.49227164,127.0834436
721,37.49182708,127.0824026
722,37.49245577,127.0838063
723,37.49256001,127.0842241
724,37.51966953,127.0231005
725,37.50933798,127.0399468
726,37.48989801,127.0830956
727,37.52555783,127.0416111
728,37.52529854,127.0416376
729,37.49372045,127.041085
730,37.52412966,127.0401098
731,37.52421263,127.0403958
732,37.49006068,127.083604
733,37.49017613,127.0840082
734,37.49107471,127.087028
735,37.48889944,127.1047039
736,37.5060216,127.0317721
737,37.46701594,127.0970214
738,37.51602538,127.0399326
739,37.5161382,127.0399606
740,37.51656957,127.0397957
741,37.51612451,127.0400985
742,37.51620697,127.040541
743,37.51536832,127.0378177
744,37.51540864,127.0379462
745,37.51554464,127.0383756
746,37.51547753,127.0385854
747,37.5149778,127.0388392
748,37.51489233,127.0389217
749,37.51441887,127.0391116
750,37.5156788,127.0384385
751,37.51569367,127.0386869
752,37.51581428,127.0392554
753,37.51589285,127.0393405
754,37.51626506,127.0406365
755,37.50744299,127.0534066
756,37.50758558,127.0537647
757,37.50725444,127.062824
758,37.51250249,127.0223462
759,37.49327868,127.0870516
760,37.51916814,127.0405454
761,37.50632516,127.050224
762,37.50611508,127.0502824
763,37.5061905,127.0501147
764,37.51637371,127.0207586
765,37.51702325,127.0209939
766,37.51688321,127.0219892
767,37.51798669,127.0233052
768,37.51784898,127.0243063
769,37.51191907,127.0360285
770,37.51335483,127.0356627
771,37.52128425,127.0339482
772,37.51273035,127.0266574
773,37.51962742,127.057018
774,37.49932925,127.0329118
775,37.49796736,127.0281462
776,37.46791557,127.1018613
777,37.49969352,127.0331797
778,37.50878345,127.0636216
779,37.51422966,127.0306699
780,37.49877448,127.031165
781,37.50065299,127.0354611
782,37.5163433,127.0384466
783,37.5212943,127.0336679
784,37.49264533,127.0994482
785,37.52878329,127.0324168
786,37.52929143,127.035394
787,37.5284031,127.0392182
788,37.48913719,127.0816511
789,37.48021968,127.0635817
790,37.5178837,127.0450165
791,37.5180368,127.0452128
792,37.50490324,127.0639702
793,37.50481009,127.0637974
794,37.52161018,127.0341394
795,37.51843497,127.0480963
796,37.49222035,127.057751
797,37.5132483,127.0530876
798,37.52172365,127.0335975
799,37.52021922,127.0305902
800,37.51872992,127.0264035
801,37.49577061,127.0389939
802,37.52246225,127.0191149
803,37.50499931,127.041685
804,37.48129123,127.054067
805,37.48871779,127.0816294
806,37.48847925,127.0819442
807,37.51846481,127.0351818
808,37.52177764,127.0340446
809,37.52518947,127.0242566
810,37.50509127,127.0416055
811,37.48123627,127.0535065
812,37.48907456,127.081822
813,37.52423015,127.0226249
814,37.52622366,127.0261245
815,37.52819986,127.0303689
816,37.48628357,127.0750757
817,37.50862158,127.0612719
818,37.49574247,127.0626619
819,37.52123888,127.0184325
820,37.52354321,127.035334
821,37.52244864,127.0358198
822,37.51831419,127.0232974
823,37.48895016,127.0738916
824,37.50343188,127.045721
825,37.49076238,127.0550161
826,37.49154098,127.0724692
827,37.49451914,127.0397751
828,37.49000663,127.0530538
829,37.52352559,127.040019
830,37.52347909,127.0415125
831,37.50721735,127.0399506
832,37.51994823,127.0283425
833,37.52363566,127.0446821
834,37.50551368,127.0279428
835,37.52286321,127.0391644
836,37.52184667,127.0395465
837,37.529207,127.0325049
838,37.52360888,127.0350824
839,37.5237372,127.0353405
840,37.52157689,127.0396572
841,37.51937511,127.0404716
842,37.52458149,127.037207
843,37.48981755,127.0530044
844,37.49158679,127.0729906
845,37.52266221,127.0383566
846,37.50812684,127.0676749
847,37.5201347,127.0344477
848,37.49183326,127.0390336
849,37.50170959,127.0399049
850,37.50180061,127.0400352
851,37.52243598,127.0186068
852,37.51210469,127.0497182
853,37.51971701,127.057266
854,37.51409161,127.0309931
855,37.50558215,127.0650245
856,37.46638912,127.1181033
857,37.52032606,127.0566215
858,37.46641135,127.117831
859,37.49513777,127.0290434
860,37.51058857,127.0547048
861,37.52424923,127.0564007
862,37.48282549,127.0800623
863,37.49544312,127.085942
864,37.47602058,127.0467492
865,37.52294695,127.0569196
866,37.52245113,127.0561957
867,37.52278268,127.0566582
868,37.52275292,127.0568577
869,37.52242446,127.0570293
870,37.52296655,127.0567036
871,37.52308248,127.0566755
872,37.52402903,127.0561616
873,37.52420045,127.0561594
874,37.52435837,127.0563495
875,37.52471692,127.038674
876,37.52257255,127.035765
877,37.52431467,127.0231165
878,37.49036144,127.0616904
879,37.50378439,127.0412893
880,37.46670709,127.1216879
881,37.46679922,127.1215709
882,37.48754966,127.0396511
883,37.50664863,127.0523988
884,37.48480958,127.0339117
885,37.49469864,127.0827604
886,37.49451714,127.0825346
887,37.50056921,127.0674781
888,37.49060324,127.087967
889,37.4691516,127.1205891
890,37.48724349,127.1013366
891,37.48756125,127.1019918
892,37.48590441,127.041332
893,37.50064851,127.0676648
894,37.5231473,127.0566417
895,37.50757872,127.0259706
896,37.48844526,127.0643457
897,37.50306874,127.0497051
898,37.46364044,127.1062766
899,37.49329402,127.0298482
900,37.46361198,127.106305
901,37.46369576,127.1064458
902,37.48682878,127.0536541
903,37.5002408,127.0604182
904,37.46845706,127.1198835
905,37.48651348,127.0530417
906,37.48617972,127.0525668
907,37.48597925,127.0520063
908,37.50271245,127.0487652
909,37.50292418,127.0475225
910,37.50304004,127.0476623
911,37.49268792,127.0842694
912,37.49247333,127.0843744
913,37.49164901,127.0823171
914,37.49066016,127.079369
915,37.51702499,127.0466731
916,37.51735117,127.0466542
917,37.51675306,127.0468264
918,37.51589539,127.0470221
919,37.51517169,127.0472062
920,37.51639828,127.0442847
921,37.51659943,127.0451661
922,37.51795756,127.046478
923,37.50317183,127.0475977
924,37.50320845,127.0475788
925,37.49267814,127.0844607
926,37.49327617,127.0863453
927,37.49065206,127.0786775
928,37.49060496,127.0785182
929,37.49060132,127.077455
930,37.51620499,127.0468728
931,37.49273151,127.0765075
932,37.49249566,127.0759239
933,37.51524107,127.0663474
934,37.51512573,127.0657831
935,37.5109856,127.0661194
936,37.51626336,127.0441983
937,37.51550766,127.0436138
938,37.51637422,127.0440898
939,37.51685196,127.0439821
940,37.51699611,127.0440607
941,37.51692355,127.0438152
942,37.51733619,127.0438486
943,37.51747999,127.0438097
944,37.51548652,127.0660087
945,37.51232862,127.0656795
946,37.51416882,127.0657619
947,37.5170634,127.0439234
948,37.51731422,127.0438534
949,37.51991545,127.0230529
950,37.51670517,127.0455644
951,37.48628926,127.0570201
952,37.51686073,127.0466041
953,37.52217598,127.0225875
954,37.48451823,127.0933243
955,37.48575272,127.0980341
956,37.48379504,127.0868143
957,37.49215245,127.0410009
958,37.51518679,127.066066
959,37.50419518,127.0470665
960,37.50471962,127.0468461
961,37.50702236,127.0484466
962,37.50699909,127.0483424
963,37.50712875,127.0472185
964,37.50559356,127.0482824
965,37.50490858,127.046852
966,37.50530738,127.0472907
967,37.50521477,127.0472276
968,37.47548124,127.053075
969,37.47579801,127.0536569
970,37.47597419,127.0538565
971,37.4897704,127.0415745
972,37.48944508,127.0415133
973,37.4934572,127.0796414
974,37.49307585,127.0798139
975,37.49290967,127.0798896
976,37.49125079,127.0805793
977,37.49372639,127.0797639
978,37.49383407,127.0794423
979,37.49452749,127.0791287
980,37.49469423,127.0790525
981,37.49463114,127.0790786
982,37.47503162,127.050727
983,37.475032,127.0511964
984,37.47502255,127.0524267
985,37.47533208,127.0529082
986,37.5176311,127.0225068
987,37.51118206,127.0475434
988,37.50929464,127.0550827
989,37.49481344,127.0785731
990,37.49564957,127.0778544
991,37.49513302,127.0781179
992,37.49494318,127.078218
993,37.49434346,127.0774064
994,37.49410699,127.0771496
995,37.49401955,127.0770483
996,37.49373464,127.0774647
997,37.49364504,127.0775653
998,37.49323414,127.0777241
999,37.49367616,127.0767329
1000,37.49298255,127.0760297
1001,37.48528919,127.086211
1002,37.4852148,127.0862848
1003,37.48464189,127.0864686
1004,37.48564933,127.0861848
1005,37.48582089,127.0864468
